ID,steps,bmi,gender
854,7593,28.1,female
859,7593,21.5,female
860,7593,21.5,female
861,7593,17.4,female
862,7593,17.4,female
865,7431,31.7,female
868,7431,30.3,female
870,7431,30,female
873,7431,29.4,female
874,7431,29.3,female
875,7431,29.3,female
877,7431,29.2,female
879,7431,29.2,female
880,7431,29.3,female
882,7431,29.1,female
883,7431,29.1,female
884,7431,28.7,female
886,7431,29.1,female
892,7431,27.8,female
893,7431,28.2,female
895,7431,26.1,female
897,7431,21.3,female
898,7431,21.3,female
901,7431,17.6,female
903,7431,17.6,female
904,7431,15.4,female
906,7269,31.8,female
907,7269,31.7,female
909,7269,31.4,female
911,7269,30,female
916,7269,29.2,female
918,7269,29.2,female
919,7269,29.1,female
923,7269,29.1,female
924,7269,29.2,female
926,7269,29.1,female
927,7269,29.3,female
928,7269,29.2,female
930,7269,29.3,female
931,7269,28.7,female
933,7269,29,female
934,7269,29,female
935,7269,29,female
937,7269,28.1,female
938,7269,27.5,female
939,7269,26.1,female
941,7269,25.2,female
942,7269,26.7,female
943,7269,21.6,female
946,7269,17.8,female
948,7130,31.3,female
950,7130,30.4,female
952,7130,30,female
958,7130,29.4,female
960,7130,29.1,female
961,7130,29.2,female
964,7130,29.1,female
966,7130,29.1,female
967,7130,29.3,female
968,7130,29.4,female
970,7130,29.2,female
972,7130,29,female
973,7130,28.7,female
974,7130,29.2,female
978,7130,28.1,female
979,7130,29,female
984,7130,27.5,female
985,7130,26.8,female
988,7130,26.1,female
990,7130,20.8,female
993,7130,17.7,female
996,6968,31.6,female
997,6968,31.2,female
998,6968,31.2,female
1003,6968,29.5,female
1004,6968,29.5,female
1005,6968,29.5,female
1006,6968,29.2,female
1007,6968,29,female
1008,6968,29.1,female
1009,6968,29.1,female
1017,6968,27.7,female
1018,6968,27.7,female
1021,6968,26.8,female
1023,6968,25.3,female
1030,6829,31.6,female
1031,6829,31.2,female
1032,6829,30.4,female
1035,6829,29.5,female
1036,6829,28.8,female
1037,6829,28.8,female
1038,6829,26.8,female
1040,6829,26.2,female
1041,6829,25.2,female
1042,6829,25.3,female
1043,6829,21.6,female
1045,6829,20.6,female
1048,6829,20.3,female
1049,6829,17.8,female
1050,6829,17.8,female
1051,6829,17.8,female
1053,6667,31.6,female
1054,6667,31.1,female
1056,6667,30.4,female
1058,6667,29.5,female
1059,6667,28.9,female
1060,6667,28.9,female
1062,6667,26.9,female
1065,6667,26.3,female
1067,6667,26.3,female
1069,6667,26.4,female
1071,6667,25.1,female
1072,6667,25.1,female
1073,6667,21.6,female
1075,6667,20.7,female
1076,6667,20.8,female
1077,6667,20.7,female
1078,6667,19.9,female
1079,6667,19.8,female
1080,6667,19.8,female
1089,6528,30.3,female
1090,6528,30.3,female
1091,6528,29.9,female
1094,6528,29.5,female
1095,6528,29.2,female
1096,6528,29.2,female
1098,6528,29.3,female
1099,6528,29.2,female
1103,6528,28.2,female
1105,6528,26.9,female
1108,6528,25.5,female
1110,6528,25,female
1111,6528,21.6,female
1112,6528,21,female
1113,6528,21,female
1116,6528,21.1,female
1117,6528,19.4,female
1122,6528,19.3,female
1125,6528,19.3,female
1126,6528,19.2,female
1130,6528,17.8,female
1131,6528,17.8,female
1133,6366,31.4,female
1135,6366,31.3,female
1137,6366,31.4,female
1138,6366,31.1,female
1139,6366,31.2,female
1141,6366,30.9,female
1142,6366,30.3,female
1143,6366,30.3,female
1144,6366,29.8,female
1145,6366,29.8,female
1149,6366,28.2,female
1150,6366,28.1,female
1151,6366,27.5,female
1153,6366,28.2,female
1154,6366,27.1,female
1157,6366,26.4,female
1159,6366,25.6,female
1161,6366,24.9,female
1162,6366,21.7,female
1164,6366,21.3,female
1166,6366,18.1,female
1167,6366,18.1,female
1168,6366,17.8,female
1169,6366,18.1,female
1171,6227,31,female
1173,6227,31,female
1174,6227,31,female
1175,6227,30.9,female
1176,6227,30.9,female
1178,6227,30.8,female
1181,6227,29.6,female
1183,6227,29.6,female
1186,6227,28.4,female
1188,6227,27.9,female
1189,6227,28,female
1190,6227,27.2,female
1191,6227,27.5,female
1195,6227,27.2,female
1197,6227,26.5,female
1199,6227,25.6,female
1202,6227,24.8,female
1203,6227,24.7,female
1204,6227,21.3,female
1205,6227,21.7,female
1207,6227,21.5,female
1208,6227,17.5,female
1212,6227,15.8,female
1215,6065,30.6,female
1216,6065,30.1,female
1220,6065,27.8,female
1222,6065,27.4,female
1223,6065,27.5,female
1224,6065,25.8,female
1227,6065,24.6,female
1229,6065,21.8,female
1232,6065,21.3,female
1236,6065,17.6,female
1237,6065,17.2,female
1239,6065,16,female
1244,5903,29.9,female
1246,5903,28.9,female
1247,5903,28.9,female
1248,5903,27.7,female
1253,5903,25.9,female
1256,5903,24.4,female
1259,5903,21.9,female
1260,5903,21.2,female
1261,5903,21.2,female
1264,5903,17,female
1265,5764,30.4,female
1269,5764,27.9,female
1272,5764,27.2,female
1274,5764,27.3,female
1277,5764,26.2,female
1278,5764,26.2,female
1281,5764,24.1,female
1284,5764,22.1,female
1285,5764,22.1,female
1286,5764,21.1,female
1287,5764,21.1,female
1288,5764,17.6,female
1290,5764,17,female
1293,5602,28.1,female
1294,5602,28.1,female
1297,5602,26.3,female
1298,5602,23.7,female
1300,5602,23.8,female
1301,5602,23.8,female
1302,5602,22.4,female
1304,5602,22.5,female
1305,5602,21,female
1307,5602,17,female
1309,5602,17.7,female
1310,5463,30,female
1311,5463,29.9,female
1315,5463,28.2,female
1316,5463,28.3,female
1319,5463,20.9,female
1321,5463,17.7,female
1322,5463,17,female
1324,5301,29.8,female
1326,5301,29.6,female
1329,5301,28.8,female
1330,5301,28.7,female
1331,5301,28.7,female
1332,5301,28.7,female
1333,5301,28.7,female
1335,5301,28.7,female
1336,5301,28.2,female
1337,5301,26.3,female
1338,5301,26.3,female
1340,5301,23.4,female
1342,5301,20.6,female
1343,5301,20.7,female
1347,5301,19.2,female
1349,5301,19,female
1350,5301,19.1,female
1353,5301,19.2,female
1354,5301,19,female
1355,5301,19.1,female
1357,5301,18.3,female
1359,5301,19,female
1361,5301,18.4,female
1365,5301,18.3,female
1368,5162,29.8,female
1369,5162,29.4,female
1372,5162,26.3,female
1374,5162,23.5,female
1375,5162,20.3,female
1376,5162,20.4,female
1377,5162,19.9,female
1378,5162,20.3,female
1381,5162,19.9,female
1383,5162,20,female
1384,5162,20.3,female
1385,5162,19.8,female
1386,5162,18.1,female
1387,5162,17.8,female
1388,5162,18.1,female
1389,5000,29.5,female
1390,5000,28.4,female
1391,5000,28.4,female
1392,5000,28.4,female
1394,5000,23.5,female
1398,5000,17.8,female
1399,5000,17.8,female
1402,4861,29.5,female
1403,4861,29.5,female
1405,4861,28.5,female
1407,4861,28.6,female
1408,4861,26.2,female
1409,4861,23.6,female
1411,4861,17.2,female
1414,4699,29.7,female
1415,4699,29.7,female
1417,4699,28.9,female
1418,4699,28.9,female
1419,4699,28.8,female
1422,4699,17.7,female
1430,4560,17.1,female
1433,4398,26.2,female
1440,4398,16.7,female
1441,4236,23.6,female
1443,4236,17.6,female
1446,4236,16.7,female
1448,4236,17,female
1449,4097,26.2,female
1452,4097,17.6,female
1453,4097,17.6,female
1455,4097,16.7,female
1459,3935,29.5,female
1460,3935,26.2,female
1461,3935,23.6,female
1464,3935,17.4,female
1465,3935,17.2,female
1466,3935,16.7,female
1468,3796,29.5,female
1469,3796,26.2,female
1470,3796,23.6,female
1479,3634,29.4,female
1480,3634,26.2,female
1483,3634,17.5,female
1484,3634,17.3,female
1486,3634,17,female
1487,3634,16.8,female
1489,3634,16.8,female
1491,3495,29.8,female
1493,3495,29.4,female
1494,3495,23.6,female
1500,3333,29.3,female
1503,3333,23.6,female
1505,3333,16.9,female
1506,3333,16.9,female
1508,3194,29.8,female
1510,3194,29.2,female
1511,3194,29.2,female
1513,3194,26.2,female
1514,3194,23.6,female
1515,3194,17.4,female
1517,3194,17.1,female
1519,3194,17,female
1521,3194,17,female
1526,3032,28.2,female
1527,3032,28.2,female
1528,3032,26.2,female
1529,3032,17.2,female
1530,3032,17.2,female
1531,3032,17.2,female
1534,3032,17.2,female
1535,2870,31.4,female
1536,2870,30.7,female
1537,2870,30.7,female
1538,2870,30.6,female
1539,2870,30.7,female
1541,2870,30.7,female
1542,2870,30.6,female
1544,2870,30.6,female
1546,2870,29.7,female
1550,2870,28.1,female
1551,2870,28.4,female
1552,2870,28.1,female
1554,2731,31.4,female
1555,2731,30.2,female
1557,2731,30.1,female
1558,2731,30,female
1559,2731,30.1,female
1560,2731,30.1,female
1562,2731,29.6,female
1563,2731,29.6,female
1567,2731,28.6,female
1568,2731,28,female
1569,2731,27.9,female
1570,2731,27.9,female
1571,2731,27,female
1573,2731,26.9,female
1574,2731,26.9,female
1576,2731,26.9,female
1577,2731,26.9,female
1578,2731,26.4,female
1581,2731,27,female
1582,2731,26.3,female
1585,2731,26.3,female
1587,2731,26.4,female
1588,2731,23.6,female
1590,2569,31.3,female
1591,2569,29.6,female
1594,2569,25.9,female
1595,2569,25.8,female
1597,2431,31.2,female
1604,2431,28.3,female
1606,2431,25.6,female
1607,2431,25.7,female
1608,2431,23.6,female
1609,2431,23.6,female
1612,2269,30.8,female
1613,2269,30.8,female
1614,2269,30.7,female
1615,2269,30.7,female
1616,2269,30.8,female
1617,2269,30.8,female
1619,2269,30.8,female
1622,2269,28.6,female
1623,2269,25.5,female
1625,2269,23.6,female
1626,2130,31.5,female
1629,2130,29.4,female
1631,2130,28.6,female
1632,2130,23.6,female
1633,1968,31.7,female
1636,1968,29.3,female
1637,1968,28.5,female
1640,1829,31.7,female
1642,1829,29.1,female
1643,1829,29.1,female
1644,1829,29.1,female
1646,1829,28.5,female
1649,1829,23.7,female
1652,1667,28.9,female
1653,1667,23.7,female
1654,1667,23.7,female
1656,1667,23.6,female
1659,1528,31.6,female
1660,1528,31.6,female
1661,1528,29,female
1662,1528,29,female
1666,1366,31,female
1667,1366,31.1,female
1668,1366,31.1,female
1669,1366,30.9,female
1670,1366,30.9,female
1671,1366,30.9,female
1672,1366,30.8,female
1674,1366,30.7,female
1676,1366,30.7,female
1677,1366,30.8,female
1679,1366,30.8,female
1681,1366,30.7,female
1682,1366,28.9,female
1683,1366,28.9,female
1684,1366,23.7,female
1686,1204,31.1,female
1690,1204,23.8,female
1691,1204,23.8,female
1692,1065,31.3,female
1694,1065,23.9,female
1695,1065,23.9,female
1696,903,31.4,female
1697,903,31.5,female
1698,903,30.2,female
1700,903,30.1,female
1701,903,30.1,female
1702,903,28.8,female
1703,903,28.8,female
1704,903,23.7,female
1706,903,23.7,female
1709,764,30.4,female
1710,764,28.9,female
1711,764,28.9,female
1712,764,23.9,female
1713,764,23.9,female
1714,602,31.4,female
1715,602,31.4,female
1716,602,30.7,female
1717,602,30.7,female
1719,602,30.8,female
1720,602,30.7,female
1721,602,30.6,female
1722,602,30.7,female
1723,602,30.6,female
1724,602,30.6,female
1725,602,29,female
1726,602,28.9,female
1727,602,29,female
1728,602,29,female
1729,602,28.4,female
1730,602,28.4,female
1731,602,28.4,female
1732,602,28.4,female
1733,602,27.6,female
1734,602,27.5,female
1736,602,27.5,female
1737,602,24.1,female
1738,602,24.1,female
1740,463,30.8,female
1741,463,30.8,female
1742,463,29.8,female
1743,463,29.7,female
1744,463,28.9,female
1745,463,28.7,female
1746,463,28.7,female
1748,463,28.7,female
1749,463,27.1,female
1750,463,27.1,female
1751,463,27.1,female
1752,463,24.4,female
1753,463,24.4,female
1754,463,24.4,female
1755,301,30.8,female
1756,301,30,female
1757,301,30,female
1758,301,30,female
1759,301,26.7,female
1760,301,26.6,female
1761,301,26.6,female
1762,301,26.6,female
1763,301,26.6,female
1764,301,24.9,female
1765,301,24.8,female
1767,301,24.9,female
1768,301,24.8,female
1769,301,24.8,female
1770,301,24.9,female
1771,162,30.7,female
1772,162,30.6,female
1773,162,30.6,female
1774,162,30.6,female
1775,162,30.6,female
1776,162,30.5,female
1777,162,30.6,female
1778,162,30.3,female
1779,162,30.4,female
1780,162,30.4,female
1781,162,30.4,female
1782,162,30.3,female
1783,162,30.4,female
1784,162,30.3,female
1785,162,30.3,female
1786,0,15,female
